domain,cohort,task,model,train_input,test_or_condition,metric,estimate,point,ci_lower,ci_upper,formatted_95ci,n_subjects,n_seeds,n_bootstrap,source_file
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,drop_sham,balanced_accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.017214,-0.008278,0.039653,"0.017 [-0.008, 0.040]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,drop_flattened,balanced_accuracy,drop_flattened,-0.001323,-0.024375,0.019231,"-0.001 [-0.024, 0.019]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,baseline,macro_f1,baseline,0.769235,0.738850,0.799351,"0.769 [0.739, 0.799]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,sham,macro_f1,sham,0.769235,0.738850,0.799351,"0.769 [0.739, 0.799]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,aperiodic,macro_f1,aperiodic,0.678456,0.653365,0.703846,"0.678 [0.653, 0.704]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,flattened,macro_f1,flattened,0.713818,0.681958,0.746457,"0.714 [0.682, 0.746]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,retention_sham,macro_f1,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,retention_aperiodic,macro_f1,retention_aperiodic,0.881989,0.861121,0.904090,"0.882 [0.861, 0.904]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,retention_flattened,macro_f1,retention_flattened,0.927959,0.900169,0.954472,"0.928 [0.900, 0.954]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,drop_sham,macro_f1,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,drop_aperiodic,macro_f1,drop_aperiodic,0.090778,0.072268,0.108890,"0.091 [0.072, 0.109]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,drop_flattened,macro_f1,drop_flattened,0.055416,0.034631,0.077265,"0.055 [0.035, 0.077]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,baseline,accuracy,baseline,0.917682,0.903721,0.930570,"0.918 [0.904, 0.931]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,sham,accuracy,sham,0.917682,0.903721,0.930570,"0.918 [0.904, 0.931]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,aperiodic,accuracy,aperiodic,0.822957,0.797779,0.847261,"0.823 [0.798, 0.847]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,flattened,accuracy,flattened,0.856399,0.831289,0.879178,"0.856 [0.831, 0.879]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,retention_sham,accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,retention_aperiodic,accuracy,retention_aperiodic,0.896778,0.879159,0.913623,"0.897 [0.879, 0.914]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,retention_flattened,accuracy,retention_flattened,0.933219,0.914373,0.948811,"0.933 [0.914, 0.949]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,drop_sham,accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,drop_aperiodic,accuracy,drop_aperiodic,0.094725,0.079861,0.110151,"0.095 [0.080, 0.110]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_eegnet,,drop_flattened,accuracy,drop_flattened,0.061283,0.047209,0.078211,"0.061 [0.047, 0.078]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,baseline,balanced_accuracy,baseline,0.705950,0.685978,0.724614,"0.706 [0.686, 0.725]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,sham,balanced_accuracy,sham,0.705951,0.685980,0.724615,"0.706 [0.686, 0.725]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,aperiodic,balanced_accuracy,aperiodic,0.607784,0.587958,0.626018,"0.608 [0.588, 0.626]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,flattened,balanced_accuracy,flattened,0.310788,0.293029,0.328700,"0.311 [0.293, 0.329]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,retention_sham,balanced_accuracy,retention_sham,1.000002,1.000000,1.000011,"1.000 [1.000, 1.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.860945,0.841454,0.880272,"0.861 [0.841, 0.880]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,retention_flattened,balanced_accuracy,retention_flattened,0.440241,0.418742,0.462242,"0.440 [0.419, 0.462]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,drop_sham,balanced_accuracy,drop_sham,-0.000001,-0.000008,0.000000,"-0.000 [-0.000, 0.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.098166,0.083892,0.112607,"0.098 [0.084, 0.113]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,drop_flattened,balanced_accuracy,drop_flattened,0.395162,0.376824,0.412996,"0.395 [0.377, 0.413]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,baseline,macro_f1,baseline,0.634340,0.609236,0.658271,"0.634 [0.609, 0.658]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,sham,macro_f1,sham,0.634342,0.609238,0.658279,"0.634 [0.609, 0.658]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,aperiodic,macro_f1,aperiodic,0.512527,0.489787,0.534144,"0.513 [0.490, 0.534]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,flattened,macro_f1,flattened,0.206464,0.189123,0.224153,"0.206 [0.189, 0.224]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,retention_sham,macro_f1,retention_sham,1.000003,1.000000,1.000019,"1.000 [1.000, 1.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,retention_aperiodic,macro_f1,retention_aperiodic,0.807969,0.788200,0.827067,"0.808 [0.788, 0.827]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,retention_flattened,macro_f1,retention_flattened,0.325479,0.301939,0.348689,"0.325 [0.302, 0.349]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,drop_sham,macro_f1,drop_sham,-0.000002,-0.000013,0.000000,"-0.000 [-0.000, 0.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,drop_aperiodic,macro_f1,drop_aperiodic,0.121813,0.108452,0.135682,"0.122 [0.108, 0.136]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,drop_flattened,macro_f1,drop_flattened,0.427875,0.406267,0.449552,"0.428 [0.406, 0.450]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,baseline,accuracy,baseline,0.733066,0.712122,0.752971,"0.733 [0.712, 0.753]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,sham,accuracy,sham,0.733067,0.712123,0.752971,"0.733 [0.712, 0.753]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,aperiodic,accuracy,aperiodic,0.600964,0.578319,0.623149,"0.601 [0.578, 0.623]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,flattened,accuracy,flattened,0.371847,0.344818,0.398204,"0.372 [0.345, 0.398]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,retention_sham,accuracy,retention_sham,1.000002,1.000000,1.000010,"1.000 [1.000, 1.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,retention_aperiodic,accuracy,retention_aperiodic,0.819795,0.801103,0.838468,"0.820 [0.801, 0.838]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,retention_flattened,accuracy,retention_flattened,0.507250,0.472305,0.542725,"0.507 [0.472, 0.543]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,drop_sham,accuracy,drop_sham,-0.000001,-0.000008,0.000000,"-0.000 [-0.000, 0.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,drop_aperiodic,accuracy,drop_aperiodic,0.132102,0.118062,0.145880,"0.132 [0.118, 0.146]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,five_stage,braindecode_eegnet,,drop_flattened,accuracy,drop_flattened,0.361219,0.332199,0.389387,"0.361 [0.332, 0.389]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,baseline,balanced_accuracy,baseline,0.931150,0.919681,0.941359,"0.931 [0.920, 0.941]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,sham,balanced_accuracy,sham,0.931150,0.919681,0.941359,"0.931 [0.920, 0.941]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,aperiodic,balanced_accuracy,aperiodic,0.858142,0.833405,0.882329,"0.858 [0.833, 0.882]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,flattened,balanced_accuracy,flattened,0.510874,0.505384,0.517822,"0.511 [0.505, 0.518]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,retention_sham,balanced_accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.921594,0.900991,0.941583,"0.922 [0.901, 0.942]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,retention_flattened,balanced_accuracy,retention_flattened,0.548648,0.539711,0.559067,"0.549 [0.540, 0.559]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,drop_sham,balanced_accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.073008,0.054571,0.091657,"0.073 [0.055, 0.092]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,drop_flattened,balanced_accuracy,drop_flattened,0.420276,0.406380,0.432425,"0.420 [0.406, 0.432]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,baseline,macro_f1,baseline,0.922073,0.908937,0.933672,"0.922 [0.909, 0.934]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,sham,macro_f1,sham,0.922073,0.908937,0.933672,"0.922 [0.909, 0.934]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,aperiodic,macro_f1,aperiodic,0.863701,0.835915,0.888647,"0.864 [0.836, 0.889]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,flattened,macro_f1,flattened,0.249161,0.231426,0.267192,"0.249 [0.231, 0.267]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,retention_sham,macro_f1,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,retention_aperiodic,macro_f1,retention_aperiodic,0.936695,0.914287,0.957337,"0.937 [0.914, 0.957]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,retention_flattened,macro_f1,retention_flattened,0.270219,0.250738,0.289969,"0.270 [0.251, 0.290]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,drop_sham,macro_f1,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,drop_aperiodic,macro_f1,drop_aperiodic,0.058372,0.039525,0.078633,"0.058 [0.040, 0.079]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,drop_flattened,macro_f1,drop_flattened,0.672912,0.651103,0.693615,"0.673 [0.651, 0.694]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,baseline,accuracy,baseline,0.939070,0.927673,0.948916,"0.939 [0.928, 0.949]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,sham,accuracy,sham,0.939070,0.927673,0.948916,"0.939 [0.928, 0.949]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,aperiodic,accuracy,aperiodic,0.898678,0.876043,0.918454,"0.899 [0.876, 0.918]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,flattened,accuracy,flattened,0.321947,0.294412,0.351004,"0.322 [0.294, 0.351]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,retention_sham,accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,retention_aperiodic,accuracy,retention_aperiodic,0.956987,0.940407,0.971523,"0.957 [0.940, 0.972]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,retention_flattened,accuracy,retention_flattened,0.342835,0.313067,0.374667,"0.343 [0.313, 0.375]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,drop_sham,accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,drop_aperiodic,accuracy,drop_aperiodic,0.040392,0.026834,0.055763,"0.040 [0.027, 0.056]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,braindecode_shallow_fbcsp,,drop_flattened,accuracy,drop_flattened,0.617124,0.584940,0.647232,"0.617 [0.585, 0.647]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_shallow_fbcsp,,baseline,balanced_accuracy,baseline,0.871239,0.845902,0.894183,"0.871 [0.846, 0.894]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_shallow_fbcsp,,sham,balanced_accuracy,sham,0.871239,0.845902,0.894183,"0.871 [0.846, 0.894]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_shallow_fbcsp,,aperiodic,balanced_accuracy,aperiodic,0.857637,0.839660,0.874681,"0.858 [0.840, 0.875]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_shallow_fbcsp,,flattened,balanced_accuracy,flattened,0.876155,0.857136,0.893630,"0.876 [0.857, 0.894]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_shallow_fbcsp,,retention_sham,balanced_accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,n2_vs_n3,braindecode_shallow_fbcsp,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.984388,0.961910,1.009038,"0.984 [0.962, 1.009]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
