model,task,metric,estimate,baseline_input,aperiodic_input,flattened_input,point,ci_lower,ci_upper,ci,n_folds,n_bootstrap
raw_cnn,n2_vs_n3,balanced_accuracy,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.901756190869728,0.8348997022655779,0.9449975292043359,0.95,5,10000
raw_cnn,n2_vs_n3,balanced_accuracy,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.9350671862533757,0.921881458197363,0.9482529143093885,0.95,5,10000
raw_cnn,n2_vs_n3,balanced_accuracy,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.9630111818876366,0.9137423086397974,0.9953457696634572,0.95,5,10000
raw_cnn,n2_vs_n3,balanced_accuracy,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.9985849449059095,0.9900582193684152,1.0106384129766441,0.95,5,10000
raw_cnn,n2_vs_n3,balanced_accuracy,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.03463604198281245,0.004421872197316934,0.0793791591011439,0.95,5,10000
raw_cnn,n2_vs_n3,balanced_accuracy,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.0013250465991647697,-0.009757316883244216,0.009386509659195297,0.95,5,10000
raw_cnn,n2_vs_n3,macro_f1,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.9227644935057129,0.9051110386802833,0.9392701870948723,0.95,5,10000
raw_cnn,n2_vs_n3,macro_f1,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.8547934890214648,0.8014807692026762,0.9046239191954848,0.95,5,10000
raw_cnn,n2_vs_n3,macro_f1,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.910892888062224,0.8917632879661843,0.9278476153622934,0.95,5,10000
raw_cnn,n2_vs_n3,macro_f1,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.9263398137199486,0.8805547557080472,0.966442375173179,0.95,5,10000
raw_cnn,n2_vs_n3,macro_f1,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.9871347396578005,0.9674925390251843,1.0090698990729448,0.95,5,10000
raw_cnn,n2_vs_n3,macro_f1,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.06797100448424809,0.03141111241556516,0.10811120912650962,0.95,5,10000
raw_cnn,n2_vs_n3,macro_f1,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.011871605443488864,-0.00824615586901667,0.03006425848115024,0.95,5,10000
raw_cnn,n2_vs_n3,accuracy,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.9414300368755374,0.915843903824309,0.9614087011792709,0.95,5,10000
raw_cnn,n2_vs_n3,accuracy,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.8838225473774923,0.8218804865609775,0.9314982746545037,0.95,5,10000
raw_cnn,n2_vs_n3,accuracy,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.9337394965848189,0.9188440446737631,0.9507086218688177,0.95,5,10000
raw_cnn,n2_vs_n3,accuracy,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.9388085282585251,0.894831933927394,0.9732069417453789,0.95,5,10000
raw_cnn,n2_vs_n3,accuracy,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.9918310017850692,0.97657284487149,1.0097532258457702,0.95,5,10000
raw_cnn,n2_vs_n3,accuracy,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.05760748949804506,0.025656172238450736,0.09640268851839207,0.95,5,10000
raw_cnn,n2_vs_n3,accuracy,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.007690540290718473,-0.008942369444841503,0.02211538461538476,0.95,5,10000
raw_cnn,five_stage,balanced_accuracy,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.7747002320090969,0.7378888296615587,0.8115116343566351,0.95,5,10000
raw_cnn,five_stage,balanced_accuracy,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.6655247873265892,0.6387055319568129,0.7097608059887992,0.95,5,10000
raw_cnn,five_stage,balanced_accuracy,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.34563621443280307,0.32121690454446894,0.37005552432113714,0.95,5,10000
raw_cnn,five_stage,balanced_accuracy,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.8590739486428529,0.7982075946607304,0.915992319553344,0.95,5,10000
raw_cnn,five_stage,balanced_accuracy,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.4461547836850841,0.4334638851123323,0.4648310932159861,0.95,5,10000
raw_cnn,five_stage,balanced_accuracy,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.10917544468250773,0.06346249479119381,0.16392253643584598,0.95,5,10000
raw_cnn,five_stage,balanced_accuracy,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.4290640175762938,0.4101381679510194,0.4516489008723902,0.95,5,10000
raw_cnn,five_stage,macro_f1,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.7525452125949114,0.717339240474817,0.7925233487344518,0.95,5,10000
raw_cnn,five_stage,macro_f1,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.5961414943110536,0.5700615346523845,0.6287496884785421,0.95,5,10000
raw_cnn,five_stage,macro_f1,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.24713328235214616,0.22164011050861615,0.2813174223808314,0.95,5,10000
raw_cnn,five_stage,macro_f1,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.7921670144647527,0.7204552027398928,0.8573636144993865,0.95,5,10000
raw_cnn,five_stage,macro_f1,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.3283965909503113,0.30428347124780664,0.35599043185680557,0.95,5,10000
raw_cnn,five_stage,macro_f1,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.1564037182838578,0.10342456848565762,0.2211903467754116,0.95,5,10000
raw_cnn,five_stage,macro_f1,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.5054119302427652,0.489614565411543,0.5236756351865466,0.95,5,10000
raw_cnn,five_stage,accuracy,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.8026242817922913,0.7783578252021532,0.8385549027529862,0.95,5,10000
raw_cnn,five_stage,accuracy,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.6073124719195712,0.5554169377848628,0.6485413010407773,0.95,5,10000
raw_cnn,five_stage,accuracy,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.28197964060237146,0.2496569315412442,0.32962980094727634,0.95,5,10000
raw_cnn,five_stage,accuracy,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.7566584835477675,0.6939476753623267,0.8221554953108969,0.95,5,10000
raw_cnn,five_stage,accuracy,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.3513220905461519,0.31800611289929687,0.3943738425384498,0.95,5,10000
raw_cnn,five_stage,accuracy,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.19531180987272012,0.13964025155449278,0.25098336819094746,0.95,5,10000
raw_cnn,five_stage,accuracy,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.5206446411899198,0.5058766148964161,0.5354126674834236,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,balanced_accuracy,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.9574224727653782,0.9453522250080221,0.9673569141247983,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,balanced_accuracy,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.8942419790493232,0.8617924989637924,0.9267706878513705,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,balanced_accuracy,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.5761255447997248,0.5379586140488526,0.6252157659007037,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,balanced_accuracy,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.9340098070462384,0.9071818469974138,0.9668863752053595,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,balanced_accuracy,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.6017464193582884,0.5565403734872533,0.6578166254287731,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,balanced_accuracy,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.06318049371605494,0.031942954298664006,0.08878120626294961,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,balanced_accuracy,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.3812969279656534,0.3252250434862287,0.42865340491040393,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,macro_f1,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.9339030497045971,0.9147771495670252,0.9530289498421691,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,macro_f1,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.9004340854530147,0.8765238737666644,0.9243442971393652,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,macro_f1,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.2920191637759837,0.2311339401666075,0.3626192544723156,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,macro_f1,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.9641622711670457,0.939396712204753,0.9968622588010987,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,macro_f1,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.3126868081952964,0.2478857622335769,0.3881455239315271,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,macro_f1,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.03346896425158241,0.002893924256855862,0.05654717319226443,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,macro_f1,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.6418838859286135,0.5686093030408998,0.703027541487189,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,accuracy,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.9610047875494399,0.9511346246630416,0.9708749504358382,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,accuracy,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.9443694839049934,0.9305749277935547,0.9581640400164323,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,accuracy,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.3006383011764736,0.2358064312920599,0.37233392489846084,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,accuracy,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.9826896766176718,0.969300205331249,1.0009253333514605,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,accuracy,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.31283746456987027,0.24767210423348673,0.38468911807435097,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,accuracy,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.01663530364444643,-0.0008849658481047129,0.029473282941673284,0.95,5,10000
braindecode_eegnet,wake_vs_sleep,accuracy,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.6603664863729662,0.59203587975569,0.7209473788450597,0.95,5,10000
braindecode_eegnet,n2_vs_n3,balanced_accuracy,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.9265826066098379,0.8960967227199935,0.9455337435025344,0.95,5,10000
braindecode_eegnet,n2_vs_n3,balanced_accuracy,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.8860663713947057,0.8038592271735654,0.9365902055238449,0.95,5,10000
braindecode_eegnet,n2_vs_n3,balanced_accuracy,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.8931323705189209,0.807192821135828,0.9420406888381576,0.95,5,10000
braindecode_eegnet,n2_vs_n3,balanced_accuracy,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.9562734774793882,0.8970348095708853,0.9941876825500414,0.95,5,10000
braindecode_eegnet,n2_vs_n3,balanced_accuracy,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.9638993481506154,0.8989539233911518,1.0016251646154795,0.95,5,10000
braindecode_eegnet,n2_vs_n3,balanced_accuracy,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.04051623521513226,0.005464744533643651,0.09249840918502628,0.95,5,10000
braindecode_eegnet,n2_vs_n3,balanced_accuracy,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.03345023609091702,-0.0015214122304670038,0.09085862611284223,0.95,5,10000
braindecode_eegnet,n2_vs_n3,macro_f1,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.9161439448086502,0.8880447373588943,0.9347332226684142,0.95,5,10000
braindecode_eegnet,n2_vs_n3,macro_f1,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.824052524813399,0.7492903761393632,0.8816950672414083,0.95,5,10000
braindecode_eegnet,n2_vs_n3,macro_f1,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.8409381459734353,0.7652895032114746,0.8900672842543766,0.95,5,10000
braindecode_eegnet,n2_vs_n3,macro_f1,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.8994793116113583,0.8448314520619148,0.9464194364986401,0.95,5,10000
braindecode_eegnet,n2_vs_n3,macro_f1,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.9179104994784169,0.8614143479155348,0.9554062497428706,0.95,5,10000
braindecode_eegnet,n2_vs_n3,macro_f1,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.09209141999525128,0.04991625987092885,0.13822273280610564,0.95,5,10000
braindecode_eegnet,n2_vs_n3,macro_f1,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.07520579883521494,0.041544042857960206,0.12290166498431487,0.95,5,10000
braindecode_eegnet,n2_vs_n3,accuracy,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.9359480913201436,0.89913446618271,0.959915611814346,0.95,5,10000
braindecode_eegnet,n2_vs_n3,accuracy,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.8576588328804581,0.784356401355804,0.9124491008843106,0.95,5,10000
braindecode_eegnet,n2_vs_n3,accuracy,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.8724563317390016,0.7917337207276332,0.9204638574283811,0.95,5,10000
braindecode_eegnet,n2_vs_n3,accuracy,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.9163529909770323,0.8668338243059536,0.9565195966941643,0.95,5,10000
braindecode_eegnet,n2_vs_n3,accuracy,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.9321631614296177,0.8810223151778364,0.9639184447161415,0.95,5,10000
braindecode_eegnet,n2_vs_n3,accuracy,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.07828925843968548,0.041477095753828186,0.11976793803109465,0.95,5,10000
braindecode_eegnet,n2_vs_n3,accuracy,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.06349175958114195,0.03441914080071984,0.10700699264356095,0.95,5,10000
braindecode_eegnet,five_stage,balanced_accuracy,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.7521868986116051,0.7287043682056871,0.7747547278887212,0.95,5,10000
braindecode_eegnet,five_stage,balanced_accuracy,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.6228817302284071,0.6092081475249003,0.6365553129319139,0.95,5,10000
braindecode_eegnet,five_stage,balanced_accuracy,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.4676662186164946,0.4425516494752597,0.4927807877577296,0.95,5,10000
braindecode_eegnet,five_stage,balanced_accuracy,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.828094362422596,0.8013978370689109,0.8531619798434147,0.95,5,10000
braindecode_eegnet,five_stage,balanced_accuracy,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.6217420424095634,0.6000941693888265,0.6446646657974706,0.95,5,10000
braindecode_eegnet,five_stage,balanced_accuracy,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.12930516838319805,0.10807530060962423,0.15385662280380985,0.95,5,10000
braindecode_eegnet,five_stage,balanced_accuracy,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.28452067999511055,0.2684120159688647,0.3006315830530525,0.95,5,10000
braindecode_eegnet,five_stage,macro_f1,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.729581012721328,0.7088642538731962,0.7542183643706288,0.95,5,10000
braindecode_eegnet,five_stage,macro_f1,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.5490433050827018,0.527345566020676,0.570741044144728,0.95,5,10000
braindecode_eegnet,five_stage,macro_f1,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.39060166531110874,0.3660333358570451,0.42596295236712456,0.95,5,10000
braindecode_eegnet,five_stage,macro_f1,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.7525460442491193,0.7200051887944648,0.7861747325192854,0.95,5,10000
braindecode_eegnet,five_stage,macro_f1,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.5353780574060849,0.515222845689284,0.5632903011704473,0.95,5,10000
braindecode_eegnet,five_stage,macro_f1,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.1805377076386262,0.15292355698113658,0.20763726002889527,0.95,5,10000
braindecode_eegnet,five_stage,macro_f1,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.3389793474102193,0.32890850114200343,0.3474536841639933,0.95,5,10000
braindecode_eegnet,five_stage,accuracy,raw_eeg,raw_eeg,phase_aperiodic,phase_flattened,0.7721151046924255,0.744758565195781,0.8062293731024675,0.95,5,10000
braindecode_eegnet,five_stage,accuracy,phase_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.5532755690416566,0.5013638987483935,0.5979570688761054,0.95,5,10000
braindecode_eegnet,five_stage,accuracy,phase_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.4620176109193851,0.4202726939412696,0.5168688519195455,0.95,5,10000
braindecode_eegnet,five_stage,accuracy,retention_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.716571357922153,0.6681738412638879,0.763615970770784,0.95,5,10000
braindecode_eegnet,five_stage,accuracy,retention_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.5983791899828604,0.564307702670116,0.6410940473807993,0.95,5,10000
braindecode_eegnet,five_stage,accuracy,drop_aperiodic,raw_eeg,phase_aperiodic,phase_flattened,0.21883953565076886,0.1828740621987871,0.25326431664166005,0.95,5,10000
braindecode_eegnet,five_stage,accuracy,drop_flattened,raw_eeg,phase_aperiodic,phase_flattened,0.3100974937730404,0.28981215088140166,0.3244966085421151,0.95,5,10000
