model,task,metric,estimate,point,ci_lower,ci_upper,ci,n_seeds,n_subjects,n_bootstrap,bootstrap_unit_1,bootstrap_unit_2
eegnet,tuab_normal_vs_abnormal,accuracy,flattened,0.6045955809010232,0.49557749603934803,0.7054221448258868,0.95,3,80,10000,seed,subject
eegnet,tuab_normal_vs_abnormal,accuracy,retention_sham,1.0,1.0,1.0,0.95,3,80,10000,seed,subject
eegnet,tuab_normal_vs_abnormal,accuracy,retention_aperiodic,0.9200830240445377,0.8229745419922248,1.019820161918552,0.95,3,80,10000,seed,subject
eegnet,tuab_normal_vs_abnormal,accuracy,retention_flattened,0.7922556580458725,0.6619841034614521,0.9172080702651392,0.95,3,80,10000,seed,subject
eegnet,tuab_normal_vs_abnormal,accuracy,drop_sham,0.0,0.0,0.0,0.95,3,80,10000,seed,subject
eegnet,tuab_normal_vs_abnormal,accuracy,drop_aperiodic,0.060987195245563286,-0.014602363596929626,0.13961061107987688,0.95,3,80,10000,seed,subject
eegnet,tuab_normal_vs_abnormal,accuracy,drop_flattened,0.1585363383992192,0.06146560459286198,0.26118252757906,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,balanced_accuracy,baseline,0.7541523203768297,0.6812982611202871,0.8246032499172322,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,balanced_accuracy,sham,0.7541523203768297,0.6812982611202871,0.8246032499172322,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,balanced_accuracy,aperiodic,0.7022202634505111,0.6205249436592584,0.7831079434149851,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,balanced_accuracy,flattened,0.58915366580767,0.4943394036063087,0.6824737643339804,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,balanced_accuracy,retention_sham,1.0,1.0,1.0,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,balanced_accuracy,retention_aperiodic,0.9311385040884453,0.8369398631109946,1.0286682489720198,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,balanced_accuracy,retention_flattened,0.7812130916911928,0.666518400952152,0.8957106234264179,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,balanced_accuracy,drop_sham,0.0,0.0,0.0,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,balanced_accuracy,drop_aperiodic,0.051932056926318526,-0.020960179097189096,0.12599552934334293,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,balanced_accuracy,drop_flattened,0.16499865456915963,0.07536937783611632,0.2581528350513148,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,baseline,0.40073684537702403,0.36663848294446866,0.4319308914061026,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,sham,0.40073684537702403,0.36663848294446866,0.4319308914061026,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,aperiodic,0.3799941625226207,0.33988188811206893,0.41722160319242824,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,flattened,0.3178651906201004,0.2702287464458072,0.36429858167243734,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,retention_sham,1.0,1.0,1.0,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,retention_aperiodic,0.9482386431552405,0.8668543838030502,1.030062763646298,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,retention_flattened,0.793201808835532,0.6888564344546302,0.899813010786374,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,drop_sham,0.0,0.0,0.0,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,drop_aperiodic,0.020742682854403338,-0.011751063714358401,0.05465345139749766,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,drop_flattened,0.08287165475692365,0.03904721863460078,0.12610828467108554,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,baseline,0.7541523203768297,0.679421614077005,0.8248336335778204,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,sham,0.7541523203768297,0.679421614077005,0.8248336335778204,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,aperiodic,0.7022202634505111,0.6193246240019157,0.7797875411453707,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,flattened,0.58915366580767,0.49253595665690536,0.6825588934617249,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,retention_sham,1.0,1.0,1.0,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,retention_aperiodic,0.9311385040884453,0.8371641066483668,1.0281178321684366,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,retention_flattened,0.7812130916911928,0.6659381554697488,0.8996130915786965,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,drop_sham,0.0,0.0,0.0,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,drop_aperiodic,0.051932056926318526,-0.020424490421525176,0.1259688868371953,0.95,3,80,10000,seed,subject
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,drop_flattened,0.16499865456915963,0.07315006123451451,0.2581091314371075,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,balanced_accuracy,baseline,0.7594563603161972,0.6792953900478161,0.8346321490105866,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,balanced_accuracy,sham,0.7594563603161972,0.6792953900478161,0.8346321490105866,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,balanced_accuracy,aperiodic,0.7131447109415322,0.6414211093108066,0.7794561971223378,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,balanced_accuracy,flattened,0.5285101083858724,0.42664876409897745,0.6295319171178803,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,balanced_accuracy,retention_sham,1.0,1.0,1.0,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,balanced_accuracy,retention_aperiodic,0.9390199993118982,0.8374439284673326,1.0493355740549315,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,balanced_accuracy,retention_flattened,0.6959058294881209,0.5800388523502717,0.813074368961767,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,balanced_accuracy,drop_sham,0.0,0.0,0.0,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,balanced_accuracy,drop_aperiodic,0.04631164937466503,-0.03522715797307005,0.13031049887215307,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,balanced_accuracy,drop_flattened,0.2309462519303248,0.1397531492707665,0.3227114111450949,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,macro_f1,baseline,0.4003306040176867,0.36388368233005647,0.43387989108275454,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,macro_f1,sham,0.4003306040176867,0.36388368233005647,0.43387989108275454,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,macro_f1,aperiodic,0.3897531401931806,0.35636417041350765,0.4193111248825293,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,macro_f1,flattened,0.27884978707132885,0.22782554654552833,0.3291246308888809,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,macro_f1,retention_sham,1.0,1.0,1.0,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,macro_f1,retention_aperiodic,0.9735781783397234,0.8831143504854133,1.0709445834402547,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,macro_f1,retention_flattened,0.6965487631293089,0.5867719095822131,0.8036309017382397,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,macro_f1,drop_sham,0.0,0.0,0.0,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,macro_f1,drop_aperiodic,0.01057746382450614,-0.026544050930883953,0.04874663741689403,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,macro_f1,drop_flattened,0.12148081694635787,0.07775978413062717,0.16628220491669696,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,accuracy,baseline,0.7594563603161972,0.6813591319990665,0.8324122628698505,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,accuracy,sham,0.7594563603161972,0.6813591319990665,0.8324122628698505,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,accuracy,aperiodic,0.7131447109415322,0.6405686316389946,0.7815805149866585,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,accuracy,flattened,0.5285101083858724,0.4258474309905049,0.6281475369082938,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,accuracy,retention_sham,1.0,1.0,1.0,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,accuracy,retention_aperiodic,0.9390199993118982,0.8387255369072183,1.0496740718333384,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,accuracy,retention_flattened,0.6959058294881209,0.5788699988167217,0.8125607138218967,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,accuracy,drop_sham,0.0,0.0,0.0,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,accuracy,drop_aperiodic,0.04631164937466503,-0.035322440555886486,0.12864527247823498,0.95,3,80,10000,seed,subject
deep4,tuab_normal_vs_abnormal,accuracy,drop_flattened,0.2309462519303248,0.1392984748867162,0.32319266595181334,0.95,3,80,10000,seed,subject
