model,task,metric,estimate,point,ci_lower,ci_upper,ci,n_seeds,n_subjects,n_bootstrap,bootstrap_unit_1,bootstrap_unit_2,p_one_sided_positive,p_two_sided_zero,n_bootstrap_nonpositive,n_bootstrap_nonnegative,n_bootstrap_valid
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,flattened,0.37802520671977274,0.35459949979717953,0.4008010481013994,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,retention_sham,1.0,1.0,1.0,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,retention_aperiodic,0.7593054718579318,0.6791932786193006,0.8377906226026969,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,retention_flattened,0.9033030639483322,0.8524213312346559,0.9556578428174042,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,drop_sham,0.0,0.0,0.0,0.95,3,253,10000,seed,subject,1.0,1.0,10000,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,drop_aperiodic,0.10072876135226738,0.06725025550910892,0.13551181848293287,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,macro_f1,drop_flattened,0.040466904961357686,0.018215628992466166,0.06244772009334931,0.95,3,253,10000,seed,subject,0.0001,0.0002,1,9999,10000
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,baseline,0.7964678065060301,0.7536047595428469,0.8364556560704637,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,sham,0.7964678065060301,0.7536047595428469,0.8364556560704637,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,aperiodic,0.57532478580295,0.5110538884713617,0.6410398633780505,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,flattened,0.7265398234874576,0.6778539023029349,0.7723706660816968,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,retention_sham,1.0,1.0,1.0,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,retention_aperiodic,0.7223453115158575,0.642753940795749,0.8015632813487752,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,retention_flattened,0.9122023734702664,0.8541667585657088,0.9734107011466829,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,drop_sham,0.0,0.0,0.0,0.95,3,253,10000,seed,subject,1.0,1.0,10000,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,drop_aperiodic,0.22114302070308012,0.15590722727339956,0.28905427163048186,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
shallow_fbcsp,tuab_normal_vs_abnormal,accuracy,drop_flattened,0.0699279830185725,0.020528655684151766,0.11848979203881142,0.95,3,253,10000,seed,subject,0.0025,0.005,25,9975,10000
deep4,tuab_normal_vs_abnormal,balanced_accuracy,baseline,0.8159855487967342,0.7769051488627718,0.8538009303343186,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,balanced_accuracy,sham,0.8159855487967342,0.7769051488627718,0.8538009303343186,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,balanced_accuracy,aperiodic,0.5741959511245661,0.5117363004545339,0.6348862510853421,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,balanced_accuracy,flattened,0.6869128993412876,0.6329693134072707,0.7394668370435128,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,balanced_accuracy,retention_sham,1.0,1.0,1.0,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,balanced_accuracy,retention_aperiodic,0.7036839708390485,0.6276022273235498,0.7827725253201562,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,balanced_accuracy,retention_flattened,0.8418199321718635,0.7782736874586343,0.9059874024562203,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,balanced_accuracy,drop_sham,0.0,0.0,0.0,0.95,3,253,10000,seed,subject,1.0,1.0,10000,10000,10000
deep4,tuab_normal_vs_abnormal,balanced_accuracy,drop_aperiodic,0.24178959767216812,0.17397973215224377,0.30746821697585675,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
